OTUID	S1	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S2	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S3	S30	S31	S32	S35	S36	S37	S38	S39	S4	S40	S41	S42	S43	S48	S49	S5	S53	S54	S55	S6	S60	S63	S64	S67	S69	S7	S8	S9	taxonomy
d3c401280b1aca324ab8fc07f31f2e2f	0	0	11	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	1793	0	0	0	0	0	12	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Sordariomycetes;_o__Hypocreales;_f__Hypocreales_fam_Incertae_sedis;_g__Sarocladium;_s__Sarocladium_bactrocephalum
8a4d6dfd03720987ed09108bdbc225f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1883	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi
71e938f56a9b705fab5e826480c87e64	0	0	0	0	0	0	0	0	169	1	0	0	77	0	0	241	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Tricholomataceae;_g__Mycena
cbebc19ff4870d638b5c6a2043da4d5a	2	173	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	55	0	0	2	0	0	944	13	0	1	0	0	0	0	0	225	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__unidentified;_g__unidentified;_s__unidentified
873a6b8989d017a67cdc5c328d658ae0	0	0	0	1	0	53	0	0	63	10	0	32	49	0	0	0	0	91	0	30	0	0	4	0	0	0	0	0	0	0	0	17	119	0	0	0	0	0	0	482	631	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Venturiales
7e3a55c92595f19636652dc848e5211f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1344	0	0	0	0	0	0	0	0	k__Fungi
2e2d10d2686223176ed11967fc0b6988	2	0	0	0	0	0	0	0	0	0	0	337	2	0	3	0	0	14	0	0	0	0	22	0	0	199	2	0	239	83	12	0	140	73	64	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Pleosporales;_f__Leptosphaeriaceae;_g__Plenodomus;_s__Plenodomus_biglobosus
c1309ea4d4365464889bb7b699f97b89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Psathyrellaceae;_g__Coprinellus;_s__Coprinellus_sclerocystidiosus
758860f16885b59f723704fcac2027f4	317	0	0	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	14	116	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Glomeromycota;_c__Glomeromycetes;_o__Glomerales;_f__Glomeraceae;_g__Funneliformis
0ab8bc26f567459d0f3c03ea2bf929c4	0	1	0	0	0	0	0	44	0	0	0	314	0	0	309	2	6	0	0	0	0	0	15	0	0	7	0	9	0	12	4	0	4	0	163	31	9	0	0	2	0	212	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Pleosporales;_f__Pleosporaceae;_g__Curvularia
d45b3adb5a42924aeea7c6c85c4fa093	0	273	10	10	52	34	5	0	16	21	6	14	56	0	3	10	1	6	0	133	4	1	1	11	0	0	0	0	2	8	0	4	0	0	0	0	218	86	0	0	104	18	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Eurotiomycetes;_o__Chaetothyriales;_f__Herpotrichiellaceae;_g__Cladophialophora;_s__unidentified
5f55553d6e147ba4efad410aaa778956	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	686	0	0	0	2	1	317	k__Fungi
3718c1fcd922f74959fcf0760e058c7d	0	0	0	1	0	0	0	0	0	0	0	122	0	0	38	1	0	2	0	510	0	0	1	0	0	0	0	0	7	226	10	5	29	0	0	8	0	13	0	3	6	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Capnodiales;_f__Extremaceae;_g__unidentified;_s__unidentified
0065e4edff4a436e5dbcff496eed16e7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	k__Fungi
9259c6657009283698368334a36f4f43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	962	0	0	0	0	0	0	0	0	k__Fungi
ae8a9146d8ca06a2fba2a8683940ecf2	0	0	0	0	0	0	0	0	7	0	0	16	0	0	0	1	0	0	0	0	0	0	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Lecanoromycetes
c789f6ac8054f0988bbda8158f6bb71f	31	0	0	0	0	0	0	12	0	0	0	0	0	586	0	0	0	0	16	0	0	0	0	0	61	35	2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Sordariomycetes;_o__Hypocreales;_f__Hypocreales_fam_Incertae_sedis;_g__Acremonium;_s__Acremonium_tubakii
407f6b4aca358393d2050871ea08cafe	0	5	0	1	0	0	0	0	9	5	0	78	0	0	48	47	18	0	0	11	0	0	5	1	0	0	0	0	41	26	0	0	18	0	0	0	397	11	0	11	38	8	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Eurotiomycetes;_o__Chaetothyriales;_f__Herpotrichiellaceae;_g__Cladophialophora;_s__unidentified
57472d7b223c85de829378845185faa8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Thelephorales;_f__Bankeraceae;_g__unidentified;_s__unidentified
ef4bdbbde3348a23f0cfeb6462ad9c67	0	0	0	0	0	0	0	0	0	0	0	81	1	0	112	1	2	0	1	68	0	0	24	0	6	121	1	2	32	144	27	4	25	0	8	4	11	19	0	16	12	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Capnodiales;_f__Teratosphaeriaceae;_g__Elasticomyces;_s__Elasticomyces_elasticus
2e88768ea940b440fb2c810d0e0a2be9	0	0	0	0	0	0	0	0	0	2	160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	83	0	0	0	0	0	3	0	448	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Inocybaceae;_g__Inocybe;_s__Inocybe_impexa
f863ec231660e86f0eb5f0db0d0be531	0	0	0	0	0	46	0	0	0	9	0	0	8	0	1	4	614	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Venturiales;_f__unidentified;_g__unidentified;_s__unidentified
7011600ea187065dba53fbcfc79813f9	0	0	6	142	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Boletales;_f__Rhizopogonaceae;_g__Rhizopogon;_s__Rhizopogon_evadens
dfde63970ac4d5650a7853e5ce9551c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	0	0	0	0	0	0	0	k__Fungi
a4d2056c472a99fce537a8aec7c8b081	0	267	0	0	0	0	0	0	0	0	0	27	0	0	4	12	0	0	0	151	0	0	0	0	0	16	0	3	5	82	0	0	10	0	10	0	33	5	0	3	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Helotiaceae;_g__Tetracladium;_s__unidentified
2764c6863420068c9a53f7a4f4f80f50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	540	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Sordariomycetes;_o__Sordariales;_f__Lasiosphaeriaceae;_g__Schizothecium;_s__Schizothecium_miniglutinans
a43fcf6d933039ac693db143df04d540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0	k__Fungi
e0d32f0c11c63b86507d4230a32c0fad	0	0	0	23	0	2	1	0	0	0	0	0	14	0	27	32	7	13	0	0	0	0	1	0	0	0	0	0	0	88	2	6	20	20	0	0	60	0	0	254	17	26	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Helotiaceae;_g__Calyptrozyma;_s__unidentified
53fc5d71864be867d08e0ee74fd91d2e	0	0	2	29	197	0	1	0	294	4	20	0	0	0	0	0	0	0	0	0	5	0	5	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Myxotrichaceae;_g__Oidiodendron;_s__unidentified
34fa6d82d3949ef4bce16903b2b9c283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	k__Fungi
15b18dbd97d58bd2499838495b8e8aa2	0	10	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	532	1	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Tremellomycetes;_o__Cystofilobasidiales;_f__Mrakiaceae;_g__Mrakia;_s__Mrakia_frigida
2236e968f6930124d79b133dd4ae984c	300	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Glomeromycota;_c__Glomeromycetes;_o__Diversisporales;_f__Diversisporaceae
302a06e31b0d657bfa9eb65fdf31ee32	1	3	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	2	0	0	0	0	0	63	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Pleosporales;_f__Periconiaceae;_g__Periconia;_s__Periconia_prolifica
d86972e566a83dc9aa076347867fef72	0	22	0	41	202	0	5	0	106	9	25	0	23	0	0	0	1	7	1	0	2	3	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	38	0	3	8	7	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Myxotrichaceae;_g__Oidiodendron;_s__Oidiodendron_maius
87d4c128d7c3c3352b65aee5323f5262	117	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	49	30	7	0	0	0	226	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Capnodiales;_f__unidentified;_g__unidentified;_s__unidentified
3ea55d14b12411292481b91abee7354d	1	35	0	0	55	0	6	0	4	177	37	0	25	0	0	0	0	0	0	18	33	55	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Myxotrichaceae;_g__Oidiodendron;_s__Oidiodendron_pilicola
4329626c711c777c9b4d7ce8eabf29cd	0	0	0	1	0	0	0	0	0	0	5	31	18	0	2	0	3	0	0	71	0	0	5	0	0	0	0	0	0	15	0	0	2	0	0	0	0	0	0	174	8	107	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales
93bbb31b5ea46db582d91e0b118314e7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	401	0	0	0	0	0	0	k__Fungi
ca85746945ecc6bec30a2c8f0bfc4413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	k__Fungi
45b726507c71a7d4b094340fd6112904	0	0	0	0	0	1	0	0	10	0	0	110	0	24	83	14	1	0	0	8	0	0	20	0	1	38	1	19	13	32	2	1	17	0	7	3	1	3	0	15	2	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Ustilaginomycetes;_o__Ustilaginales;_f__Ustilaginaceae;_g__Ustilago;_s__Ustilago_hordei
9d0dc4c5872f9fd671596cd6cb847982	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	366	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Cantharellales;_f__Ceratobasidiaceae;_g__Waitea;_s__Waitea_circinata
5dbc3e842d9ebaba1b9e99c404397b71	0	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	4	203	0	35	0	1	3	1	0	0	0	0	0	0	0	72	68	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes
f0e89a4e9a703aae176c29d973976ff5	0	11	0	4	47	0	0	0	0	1	0	10	0	0	9	0	0	0	0	132	0	1	0	1	0	0	0	0	6	64	1	1	3	0	0	12	15	61	0	3	22	4	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Capnodiales;_f__Teratosphaeriaceae;_g__Devriesia;_s__unidentified
cb2fb826fd3ee07ae7fe855abd74e487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	1	0	0	0	0	175	31	13	k__Fungi
389020cfa2cd15b1493a60b63a79b14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	k__Fungi
a83d447bbfaab054376479c1d88d3213	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	1	6	13	3	0	0	5	286	6	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Sordariomycetes;_o__Hypocreales;_f__Clavicipitaceae;_g__Metarhizium;_s__Metarhizium_pemphigi
5e513387ac41d767d855ae953addbbb7	2	0	0	0	0	0	0	0	0	0	0	61	0	16	0	0	0	0	1	0	0	0	2	0	0	0	0	5	4	0	0	1	0	253	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Cortinariaceae;_g__Cortinarius;_s__Cortinarius_caninus
fa143891485e867b731aeaa77a1a310f	0	23	0	0	0	0	0	0	0	0	0	55	0	0	8	4	14	0	0	0	0	0	0	0	0	0	0	0	4	22	3	39	0	0	61	0	101	0	0	0	0	3	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Hyaloscyphaceae;_g__Microscypha;_s__unidentified
922a9826d9977c283af24ccfb6cd1a97	0	0	0	0	8	0	0	0	7	3	0	0	0	0	0	16	21	11	0	16	2	6	0	0	0	0	0	0	0	4	0	2	0	0	0	0	49	104	0	37	40	6	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Eurotiomycetes;_o__Eurotiales;_f__Aspergillaceae;_g__Penicillium;_s__Penicillium_nodositatum
b796e8eb8bcfda97c9d10eab4468496b	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	29	0	0	0	165	76	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__unidentified;_g__unidentified;_s__unidentified
9a78a5846244ba87e6c23ab2d10d4086	0	0	0	0	0	0	0	0	0	0	0	254	0	0	6	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__unidentified;_g__unidentified;_s__unidentified
b11300b4e90f43e0c21af32a876228b7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Tricholomataceae;_g__Cystodermella;_s__Cystodermella_granulosa
9c4a4cbe721fa2de5cffbb4fc9db159a	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Sebacinales;_f__Serendipitaceae;_g__Serendipita;_s__unidentified
c0992d4e9c26add969076b31b57cd298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	k__Fungi
d92a566230121ff7bdbb96e009c1b403	0	153	0	6	0	0	0	65	2	1	0	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	6	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales
6d242dbd85c0d1643016ed22b1f96526	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	84	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Eurotiomycetes;_o__Chaetothyriales;_f__Herpotrichiellaceae;_g__Exophiala
d61b4f3011e7fc31aa4f004c3401cd30	0	0	0	264	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Boletales;_f__Suillaceae;_g__Suillus;_s__Suillus_luteus
141a9b964d438b9912c9a75d3d3efff7	0	0	0	0	0	0	0	0	197	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	4	48	4	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Helotiales_fam_Incertae_sedis;_g__Leptodontidium;_s__unidentified
b8bb8757f5906e5691b186731f3a7375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	12	12	5	0	4	0	2	k__Fungi
617305ffd4d96af2ed9e9ebf926237ef	2	0	0	0	0	0	242	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Russulales;_f__Russulaceae;_g__Russula
9b94f52164244cba4381a192e8489731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	9	0	0	16	144	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Sordariomycetes
b9503a0340c572ce49271ac41c9060bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	4	0	0	0	29	183	6	k__Fungi
4bff603f763b4ccaadd4f7b999a6c1e6	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	54	0	0	0	0	36	4	0	22	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Capnodiales;_f__Teratosphaeriaceae;_g__Devriesia;_s__Devriesia_pseudoamericana
efee5c6c57a18328e7e9274844026231	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Crepidotaceae;_g__Simocybe;_s__Simocybe_centunculus
3081c469c32703b5728fba1063a0474b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	k__Fungi
dcf7bb9be5ebe5e9d58d1dc7038bbb64	0	0	0	0	0	0	0	0	0	0	0	37	0	0	10	1	0	0	0	8	0	0	12	0	0	0	0	0	75	19	0	0	42	0	0	11	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Pleosporales;_f__Leptosphaeriaceae;_g__Plenodomus;_s__Plenodomus_biglobosus
1dedc37751c9f2d3d1c7ecc3e03e8153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__unidentified;_g__unidentified;_s__unidentified
3bb07b83bfc5a10ab710325265c111c6	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Dothideomycetes;_o__Capnodiales;_f__Teratosphaeriaceae;_g__Devriesia;_s__Devriesia_pseudoamericana
6b129f9fe07359cb2556c3f82cdcb04a	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Crepidotaceae;_g__Simocybe;_s__Simocybe_centunculus
ef06f46d6866962a74288dcc11ef1a5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	13	0	0	0	k__Fungi
643fd11ec5d5ebd0568ed9c27cb644f4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Fungi
1e63157d74dc9050187dbc9fca08c075	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__unidentified;_g__unidentified;_s__unidentified
41a73b0e2f2a2e28efa134f5291678ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	3	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	75	0	0	16	12	5	0	0	0	0	0	0	0	0	0	k__Fungi
3fc4c66d7a89699cdfae9e1a3653260f	0	0	0	0	0	0	0	0	0	0	0	16	0	0	14	4	0	0	0	2	0	0	3	0	0	0	0	0	0	126	0	0	0	0	0	0	8	3	0	7	8	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota
64d244a396b99168cc7c428cb9fa58b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	8	0	0	0	0	7	75	0	k__Fungi
660de4b682185b15d4792357212235be	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Cantharellales;_f__Ceratobasidiaceae
d498359fe51debe0d8f2adcb52e63358	0	0	0	15	27	46	2	0	0	0	0	0	8	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	19	22	12	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Ascomycota;_c__Leotiomycetes;_o__Helotiales;_f__Helotiales_fam_Incertae_sedis;_g__Xenopolyscytalum;_s__unidentified
a5a2759c055df1e037502b74812d450d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	k__Fungi
c730583e2f31efeafac5be468e77e132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;_p__Basidiomycota;_c__Agaricomycetes;_o__Agaricales;_f__Inocybaceae;_g__Inocybe;_s__Inocybe_leptophylla
